"Total Time","Mean Performance","Wallclock Time","Incumbent ID","Automatic Configurator Time","Configuration..."
20331.9697, 17.50773831953605, 20962.1869, 15, 2.4635, coolFactor='0.03', startTemp='500'
20339.5830, 17.45644027457954, 20971.7986, 15, 2.4696, coolFactor='0.03', startTemp='500'
20340.3984, 17.370631662840697, 20973.0264, 15, 2.4755, coolFactor='0.03', startTemp='500'
20413.5221, 17.65650756542499, 21047.3290, 15, 2.4827, coolFactor='0.03', startTemp='500'
20423.8994, 17.61933740426083, 21059.6558, 15, 2.4888, coolFactor='0.03', startTemp='500'
20424.6924, 17.533894180646403, 21061.3424, 15, 2.4948, coolFactor='0.03', startTemp='500'
20499.7787, 17.824524114830325, 21137.6123, 15, 2.5025, coolFactor='0.03', startTemp='500'
20650.0125, 17.74057915342513, 21294.1347, 15, 2.5546, coolFactor='0.03', startTemp='500'
20660.2351, 17.702940007448195, 21305.3078, 15, 2.5644, coolFactor='0.03', startTemp='500'
20687.6489, 17.751221654426992, 21334.7142, 15, 2.5707, coolFactor='0.03', startTemp='500'
20695.4843, 17.702102092233034, 21343.4824, 15, 2.5771, coolFactor='0.03', startTemp='500'
20696.1395, 17.61809680966908, 21344.0302, 15, 2.5832, coolFactor='0.03', startTemp='500'
20723.6398, 17.666508252714195, 21373.5103, 15, 2.5895, coolFactor='0.03', startTemp='500'
20724.8845, 17.586370946139823, 21375.7467, 15, 2.5959, coolFactor='0.03', startTemp='500'
20725.6822, 17.50484324427484, 21377.4748, 15, 2.6019, coolFactor='0.03', startTemp='500'
20726.3425, 17.42343378988441, 21378.0131, 15, 2.6091, coolFactor='0.03', startTemp='500'
20734.0655, 17.37676503795844, 21387.6629, 15, 2.6157, coolFactor='0.03', startTemp='500'
20734.0675, 17.37676503795844, 21387.6649, 15, 2.6177, coolFactor='0.03', startTemp='500'
21822.9330, 17.342800600106635, 22511.4516, 15, 2.7526, coolFactor='0.03', startTemp='500'
21896.6441, 17.611183711460658, 22585.3360, 15, 2.7605, coolFactor='0.03', startTemp='500'
21897.4423, 17.53146998916192, 22587.0270, 15, 2.7670, coolFactor='0.03', startTemp='500'
21970.8369, 17.79493906138078, 22662.5837, 15, 2.7748, coolFactor='0.03', startTemp='500'
22000.7905, 17.75943011745041, 22694.6772, 15, 2.7948, coolFactor='0.03', startTemp='500'
22001.4531, 17.67950640437759, 22695.2269, 15, 2.8017, coolFactor='0.03', startTemp='500'
22002.6666, 17.602890839687614, 22697.3225, 15, 2.8080, coolFactor='0.03', startTemp='500'
22010.3498, 17.556935566442984, 22706.9442, 15, 2.8147, coolFactor='0.03', startTemp='500'
22037.6504, 17.601806628539265, 22734.2404, 15, 2.8213, coolFactor='0.03', startTemp='500'
22037.6529, 17.601806628539265, 22734.2430, 15, 2.8238, coolFactor='0.03', startTemp='500'
22427.0201, 17.645989115085076, 23133.3673, 15, 2.8500, coolFactor='0.03', startTemp='500'
22455.3199, 17.601290565647492, 23163.8181, 15, 2.8890, coolFactor='0.03', startTemp='500'
22455.9855, 17.524279976974835, 23165.3712, 15, 2.8956, coolFactor='0.03', startTemp='500'
22530.3821, 17.781583710493546, 23240.9728, 15, 2.9038, coolFactor='0.03', startTemp='500'
22531.1979, 17.705130443916666, 23242.6793, 15, 2.9106, coolFactor='0.03', startTemp='500'
22532.2365, 17.63036122664208, 23244.6459, 15, 2.9176, coolFactor='0.03', startTemp='500'
22542.4688, 17.597303599119186, 23255.8391, 15, 2.9245, coolFactor='0.03', startTemp='500'
22615.4129, 17.843253151575723, 23329.9698, 15, 2.9327, coolFactor='0.03', startTemp='500'
22616.2243, 17.76786113523804, 23331.6788, 15, 2.9394, coolFactor='0.03', startTemp='500'
22616.8878, 17.692482187884494, 23332.2592, 15, 2.9460, coolFactor='0.03', startTemp='500'
22627.2127, 17.66013692450105, 23344.5312, 15, 2.9532, coolFactor='0.03', startTemp='500'
22635.0038, 17.616994535038046, 23352.2591, 15, 2.9637, coolFactor='0.03', startTemp='500'
22635.0063, 17.616994535038046, 23352.2616, 15, 2.9662, coolFactor='0.03', startTemp='500'
24687.3280, 17.544859199938568, 25430.8521, 15, 3.1537, coolFactor='0.03', startTemp='500'
24714.4075, 17.586104026604524, 25458.0275, 15, 3.1608, coolFactor='0.03', startTemp='500'
24715.6430, 17.515583895403765, 25460.1427, 15, 3.1708, coolFactor='0.03', startTemp='500'
24716.4519, 17.44385096750546, 25462.8688, 15, 3.1779, coolFactor='0.03', startTemp='500'
24724.1594, 17.402210914171658, 25471.5050, 15, 3.1854, coolFactor='0.03', startTemp='500'
24734.4687, 17.371997824121028, 25482.7591, 15, 3.1925, coolFactor='0.03', startTemp='500'
24735.1342, 17.30117715011209, 25483.3113, 15, 3.1997, coolFactor='0.03', startTemp='500'
24762.7205, 17.34454440768761, 25512.8713, 15, 3.2068, coolFactor='0.03', startTemp='500'
24965.5523, 17.579087147191792, 25721.0177, 15, 3.2427, coolFactor='0.03', startTemp='500'
25039.0029, 17.81282339834269, 25796.6660, 15, 3.2512, coolFactor='0.03', startTemp='500'
25040.0193, 17.742806774377822, 25798.5720, 15, 3.2587, coolFactor='0.03', startTemp='500'
25040.0215, 17.742806774377822, 25798.5742, 15, 3.2609, coolFactor='0.03', startTemp='500'
25446.7234, 17.782056545320884, 26214.3558, 15, 3.3002, coolFactor='0.03', startTemp='500'
25447.3916, 17.711307818239387, 26215.9121, 15, 3.3076, coolFactor='0.03', startTemp='500'
25455.0796, 17.670028862148644, 26224.5328, 15, 3.3150, coolFactor='0.03', startTemp='500'
25465.5675, 17.640562383854977, 26235.9680, 15, 3.3227, coolFactor='0.03', startTemp='500'
25660.2903, 17.571794698676285, 26437.8311, 15, 3.3763, coolFactor='0.03', startTemp='500'
25687.2071, 17.609751288483782, 26465.2515, 15, 3.3840, coolFactor='0.03', startTemp='500'
25697.6567, 17.580730759663137, 26477.6437, 15, 3.3919, coolFactor='0.03', startTemp='500'
25698.4556, 17.513030985670706, 26479.3411, 15, 3.3996, coolFactor='0.03', startTemp='500'
25699.5648, 17.447121327181897, 26481.3486, 15, 3.4072, coolFactor='0.03', startTemp='500'
25773.2110, 17.671881344795228, 26555.1739, 15, 3.4164, coolFactor='0.03', startTemp='500'
25780.7983, 17.631674713347536, 26564.7031, 15, 3.4236, coolFactor='0.03', startTemp='500'
25781.4623, 17.564312644421108, 26565.2954, 15, 3.4312, coolFactor='0.03', startTemp='500'
25782.2686, 17.49804588928524, 26567.9954, 15, 3.4386, coolFactor='0.03', startTemp='500'
25782.9259, 17.431714153665258, 26569.5475, 15, 3.4462, coolFactor='0.03', startTemp='500'
25810.4774, 17.471369704078224, 26597.0892, 15, 3.4538, coolFactor='0.03', startTemp='500'
25810.4797, 17.471369704078224, 26597.0916, 15, 3.4561, coolFactor='0.03', startTemp='500'
26837.1416, 17.407024931162596, 27640.5157, 15, 3.5630, coolFactor='0.03', startTemp='500'
26844.7357, 17.368799694781174, 27648.0472, 15, 3.5739, coolFactor='0.03', startTemp='500'
26919.1812, 17.589951812758926, 27724.7083, 15, 3.5934, coolFactor='0.03', startTemp='500'
26929.5313, 17.561963682469255, 27735.0017, 15, 3.6025, coolFactor='0.03', startTemp='500'
26930.7386, 17.499030153567976, 27737.0924, 15, 3.6105, coolFactor='0.03', startTemp='500'
26957.5501, 17.53467944938104, 27765.9168, 15, 3.6185, coolFactor='0.03', startTemp='500'
27031.4922, 17.749940231556202, 27840.0223, 15, 3.6276, coolFactor='0.03', startTemp='500'
27032.1614, 17.68496367505295, 27842.5762, 15, 3.6357, coolFactor='0.03', startTemp='500'
27039.8932, 17.64723305991202, 27850.2481, 15, 3.6434, coolFactor='0.03', startTemp='500'
27050.3690, 17.620141983032227, 27862.6679, 15, 3.6512, coolFactor='0.03', startTemp='500'
27103.1301, 17.55689780066784, 27917.4885, 15, 3.6717, coolFactor='0.03', startTemp='500'
27130.5509, 17.59379933032204, 27945.8914, 15, 3.6830, coolFactor='0.03', startTemp='500'
27130.5536, 17.59379933032204, 27945.8955, 15, 3.6856, coolFactor='0.03', startTemp='500'
28539.0341, 17.8135311639131, 29385.5058, 15, 3.8787, coolFactor='0.03', startTemp='500'
28615.9600, 17.784973070967155, 29467.3479, 15, 3.9077, coolFactor='0.03', startTemp='500'
28616.7690, 17.722066317664254, 29468.0490, 15, 3.9166, coolFactor='0.03', startTemp='500'
28624.5618, 17.685397975119276, 29477.7813, 15, 3.9245, coolFactor='0.03', startTemp='500'
28624.5650, 17.685397975119276, 29477.7845, 15, 3.9276, coolFactor='0.03', startTemp='500'
28644.0022, 17.622779464896986, 29499.9412, 15, 3.9476, coolFactor='0.03', startTemp='500'
28718.5522, 17.562641507976657, 29577.5717, 15, 3.9986, coolFactor='0.03', startTemp='500'
28728.9332, 17.536400341639553, 29588.9002, 15, 4.0070, coolFactor='0.03', startTemp='500'
28729.7437, 17.47554948720065, 29590.6121, 15, 4.0152, coolFactor='0.03', startTemp='500'
28730.9662, 17.416631249413975, 29592.7402, 15, 4.0236, coolFactor='0.03', startTemp='500'
28731.6590, 17.35622575050657, 29593.3250, 15, 4.0321, coolFactor='0.03', startTemp='500'
28758.5528, 17.390502589212048, 29621.2253, 15, 4.0407, coolFactor='0.03', startTemp='500'
28832.0783, 17.591669164678102, 29696.9339, 15, 4.0502, coolFactor='0.03', startTemp='500'
28839.7249, 17.556120763506208, 29705.5123, 15, 4.0587, coolFactor='0.03', startTemp='500'
28840.9491, 17.49797138370229, 29707.6164, 15, 4.0667, coolFactor='0.03', startTemp='500'
28914.4624, 17.696572236135495, 29781.3181, 15, 4.0766, coolFactor='0.03', startTemp='500'
28941.3002, 17.728842845653897, 29809.1416, 15, 4.0852, coolFactor='0.03', startTemp='500'
28941.3030, 17.728842845653897, 29809.1444, 15, 4.0880, coolFactor='0.03', startTemp='500'
29252.7638, 17.693715954330607, 30134.2966, 15, 4.1334, coolFactor='0.03', startTemp='500'
29263.1601, 17.668080716384086, 30146.6367, 15, 4.1420, coolFactor='0.03', startTemp='500'
29263.9633, 17.609081924378454, 30147.3348, 15, 4.1508, coolFactor='0.03', startTemp='500'
29264.6232, 17.549996198262072, 30149.9046, 15, 4.1592, coolFactor='0.03', startTemp='500'
29338.3641, 17.74506982581483, 30224.8192, 15, 4.1689, coolFactor='0.03', startTemp='500'
29348.5802, 17.71898897708906, 30235.9820, 15, 4.1774, coolFactor='0.03', startTemp='500'
29349.7002, 17.66172077655792, 30237.9854, 15, 4.1861, coolFactor='0.03', startTemp='500'
29350.3671, 17.60328347904166, 30239.5228, 15, 4.1966, coolFactor='0.03', startTemp='500'
29377.1829, 17.63480377033965, 30266.3262, 15, 4.2051, coolFactor='0.03', startTemp='500'
29377.9876, 17.57733527873563, 30268.0260, 15, 4.2133, coolFactor='0.03', startTemp='500'
29399.1775, 17.543553909476923, 30292.6612, 15, 4.2732, coolFactor='0.03', startTemp='500'
29399.8326, 17.486275751307858, 30293.1968, 15, 4.2818, coolFactor='0.03', startTemp='500'
29407.6266, 17.453502241824125, 30302.9178, 15, 4.2904, coolFactor='0.03', startTemp='500'
29482.0217, 17.645191235975787, 30378.6062, 15, 4.3004, coolFactor='0.03', startTemp='500'
29482.8335, 17.58867164746227, 30379.3184, 15, 4.3099, coolFactor='0.03', startTemp='500'
29493.1340, 17.56426516743408, 30391.5895, 15, 4.3191, coolFactor='0.03', startTemp='500'
29494.3601, 17.50977645079295, 30393.7048, 15, 4.3277, coolFactor='0.03', startTemp='500'
29521.3710, 17.541310984430915, 30421.7291, 15, 4.3369, coolFactor='0.03', startTemp='500'
29522.1983, 17.48593682800697, 30423.4589, 15, 4.3459, coolFactor='0.03', startTemp='500'
29523.4199, 17.432230472564697, 30425.5622, 15, 4.3546, coolFactor='0.03', startTemp='500'
29533.6417, 17.40848172181531, 30436.7358, 15, 4.3638, coolFactor='0.03', startTemp='500'
29533.6445, 17.40848172181531, 30436.7386, 15, 4.3666, coolFactor='0.03', startTemp='500'
29700.2523, 17.439435378840713, 30611.9776, 15, 4.4265, coolFactor='0.03', startTemp='500'
29700.9131, 17.384573085635317, 30613.5172, 15, 4.4357, coolFactor='0.03', startTemp='500'
29723.2123, 17.352880401797712, 30637.8189, 15, 4.4769, coolFactor='0.03', startTemp='500'
29798.7527, 17.541766679906225, 30714.5427, 15, 4.4874, coolFactor='0.03', startTemp='500'
29799.8794, 17.488613203505484, 30716.5629, 15, 4.4968, coolFactor='0.03', startTemp='500'
29827.1711, 17.520205734622095, 30744.8812, 15, 4.5061, coolFactor='0.03', startTemp='500'
29834.7957, 17.488358361928025, 30753.4380, 15, 4.5151, coolFactor='0.03', startTemp='500'
29835.4511, 17.434376940513268, 30754.9890, 15, 4.5243, coolFactor='0.03', startTemp='500'
29836.2551, 17.381214872335853, 30756.7291, 15, 4.5337, coolFactor='0.03', startTemp='500'
29911.2281, 17.564594391045297, 30832.9023, 15, 4.5444, coolFactor='0.03', startTemp='500'
29921.7063, 17.54206639244443, 30843.3259, 15, 4.5542, coolFactor='0.03', startTemp='500'
29921.7097, 17.54206639244443, 30843.3293, 15, 4.5577, coolFactor='0.03', startTemp='500'
30702.9621, 17.72564483443393, 31652.2958, 15, 4.7288, coolFactor='0.03', startTemp='500'
30703.6209, 17.671777667307328, 31655.3627, 15, 4.7379, coolFactor='0.03', startTemp='500'
30713.8393, 17.648309676902098, 31666.5614, 15, 4.7473, coolFactor='0.03', startTemp='500'
30714.8971, 17.596259318922755, 31668.5659, 15, 4.7609, coolFactor='0.03', startTemp='500'
30715.6932, 17.54372953698039, 31669.2618, 15, 4.7703, coolFactor='0.03', startTemp='500'
30742.9109, 17.573837055224125, 31698.4700, 15, 4.7797, coolFactor='0.03', startTemp='500'
30750.7463, 17.5435639856765, 31706.2510, 15, 4.7892, coolFactor='0.03', startTemp='500'
30761.0952, 17.521259251024702, 31718.5616, 15, 4.7989, coolFactor='0.03', startTemp='500'
30761.7884, 17.4692913669127, 31719.1899, 15, 4.8085, coolFactor='0.03', startTemp='500'
30769.5516, 17.439384697400605, 31728.9070, 15, 4.8221, coolFactor='0.03', startTemp='500'
30936.3160, 17.62334141116932, 31901.8193, 15, 4.8621, coolFactor='0.03', startTemp='500'
30937.1195, 17.571875444610548, 31903.5260, 15, 4.8716, coolFactor='0.03', startTemp='500'
30938.1453, 17.521401264318605, 31905.4380, 15, 4.8811, coolFactor='0.03', startTemp='500'
30938.1486, 17.521401264318605, 31905.4413, 15, 4.8844, coolFactor='0.03', startTemp='500'
31498.3561, 17.550811243636993, 32483.6347, 15, 4.9465, coolFactor='0.03', startTemp='500'
31527.4214, 17.585674578493293, 32513.7932, 15, 4.9561, coolFactor='0.03', startTemp='500'
31528.0881, 17.53452885691133, 32515.3547, 15, 4.9664, coolFactor='0.03', startTemp='500'
31636.0570, 17.513042288372315, 32629.6645, 15, 5.0333, coolFactor='0.03', startTemp='500'
31643.7939, 17.483654596426106, 32638.3742, 15, 5.0433, coolFactor='0.03', startTemp='500'
31644.6122, 17.433729449432054, 32639.1067, 15, 5.0529, coolFactor='0.03', startTemp='500'
31645.8339, 17.38530638751699, 32641.2219, 15, 5.0626, coolFactor='0.03', startTemp='500'
31720.9523, 17.55708546014059, 32718.5278, 15, 5.0780, coolFactor='0.03', startTemp='500'
31731.2173, 17.53541726740602, 32729.7541, 15, 5.0880, coolFactor='0.03', startTemp='500'
31732.0249, 17.485898559615457, 32731.4972, 15, 5.0975, coolFactor='0.03', startTemp='500'
31732.6810, 17.43622370807119, 32732.0579, 15, 5.1075, coolFactor='0.03', startTemp='500'
31760.2443, 17.46597585117116, 32761.6227, 15, 5.1188, coolFactor='0.03', startTemp='500'
31768.0660, 17.43765976002489, 32770.7677, 15, 5.1303, coolFactor='0.03', startTemp='500'
31768.0695, 17.43765976002489, 32770.7711, 15, 5.1338, coolFactor='0.03', startTemp='500'
33217.8716, 17.601157131947968, 34246.2131, 15, 5.3809, coolFactor='0.03', startTemp='500'
33218.9831, 17.553052403836485, 34248.2061, 15, 5.3912, coolFactor='0.03', startTemp='500'
33335.1944, 17.581880620052647, 34368.8151, 15, 5.4251, coolFactor='0.03', startTemp='500'
33335.8604, 17.532818843316342, 34370.3633, 15, 5.4356, coolFactor='0.03', startTemp='500'
33410.6450, 17.698251760763927, 34445.3199, 15, 5.4476, coolFactor='0.03', startTemp='500'
33410.6486, 17.698251760763927, 34445.3245, 15, 5.4512, coolFactor='0.03', startTemp='500'
33748.1528, 17.677197034489524, 34794.1837, 15, 5.5062, coolFactor='0.03', startTemp='500'
33748.9602, 17.62869037704906, 34796.9797, 15, 5.5168, coolFactor='0.03', startTemp='500'
33749.9844, 17.581082993728725, 34798.8985, 15, 5.5272, coolFactor='0.03', startTemp='500'
33757.7906, 17.553124850136893, 34807.6470, 15, 5.5376, coolFactor='0.03', startTemp='500'
33759.0843, 17.506748898416504, 34809.8904, 15, 5.5562, coolFactor='0.03', startTemp='500'
33759.7841, 17.458970681510188, 34811.5260, 15, 5.5672, coolFactor='0.03', startTemp='500'
33760.6600, 17.411961947216867, 34813.3550, 15, 5.5782, coolFactor='0.03', startTemp='500'
33853.3505, 17.384826423758167, 34908.3156, 15, 5.6361, coolFactor='0.03', startTemp='500'
33881.6447, 17.41552580779707, 34938.6712, 15, 5.6472, coolFactor='0.03', startTemp='500'
33892.5169, 17.397097951240752, 34950.5766, 15, 5.6642, coolFactor='0.03', startTemp='500'
33969.8905, 17.565063850552427, 35028.2045, 15, 5.6769, coolFactor='0.03', startTemp='500'
33980.1782, 17.54470536828707, 35040.4593, 15, 5.6878, coolFactor='0.03', startTemp='500'
33980.9793, 17.49803300820353, 35041.1596, 15, 5.6996, coolFactor='0.03', startTemp='500'
33988.7140, 17.470882560809454, 35050.8346, 15, 5.7105, coolFactor='0.03', startTemp='500'
34062.3423, 17.6264088807674, 35125.6649, 15, 5.7228, coolFactor='0.03', startTemp='500'
34063.0052, 17.57951811202982, 35126.2234, 15, 5.7338, coolFactor='0.03', startTemp='500'
34090.3346, 17.606347600290597, 35155.5503, 15, 5.7445, coolFactor='0.03', startTemp='500'
34091.5536, 17.561297594190954, 35157.6786, 15, 5.7554, coolFactor='0.03', startTemp='500'
34091.5573, 17.561297594190954, 35157.6829, 15, 5.7592, coolFactor='0.03', startTemp='500'
35273.8984, 17.53462171750526, 36356.2048, 15, 5.8183, coolFactor='0.03', startTemp='500'
35352.0806, 17.48849741943547, 36440.3435, 15, 5.9067, coolFactor='0.03', startTemp='500'
35362.3575, 17.468817360719477, 36451.5880, 15, 5.9176, coolFactor='0.03', startTemp='500'
35363.5956, 17.424683366780695, 36453.7223, 15, 5.9283, coolFactor='0.03', startTemp='500'
35390.9533, 17.45157314445268, 36481.0748, 15, 5.9389, coolFactor='0.03', startTemp='500'
35391.7708, 17.406587651613595, 36483.7985, 15, 5.9495, coolFactor='0.03', startTemp='500'
35466.0614, 17.559880770762977, 36558.2841, 15, 5.9618, coolFactor='0.03', startTemp='500'
35473.7828, 17.533402905028353, 36567.9475, 15, 5.9730, coolFactor='0.03', startTemp='500'
35501.4609, 17.560571758101517, 36596.6345, 15, 5.9838, coolFactor='0.03', startTemp='500'
35502.5892, 17.516606061216343, 36598.6589, 15, 5.9947, coolFactor='0.03', startTemp='500'
35503.4638, 17.472197896321614, 36600.4666, 15, 6.0058, coolFactor='0.03', startTemp='500'
35577.8727, 17.623591312702665, 36675.1329, 15, 6.0185, coolFactor='0.03', startTemp='500'
35577.8764, 17.623591312702665, 36675.1368, 15, 6.0222, coolFactor='0.03', startTemp='500'
36599.7759, 17.604251327818204, 37738.2233, 15, 6.1957, coolFactor='0.03', startTemp='500'
36600.4607, 17.559458169356855, 37740.8071, 15, 6.2080, coolFactor='0.03', startTemp='500'
36673.6749, 17.706271919537347, 37814.2249, 15, 6.2204, coolFactor='0.03', startTemp='500'
36733.5604, 17.68728501922206, 37877.3524, 15, 6.2696, coolFactor='0.03', startTemp='500'
36734.2219, 17.642568841693908, 37878.9125, 15, 6.2807, coolFactor='0.03', startTemp='500'
36741.9067, 17.616472343499748, 37887.5439, 15, 6.2918, coolFactor='0.03', startTemp='500'
36743.0339, 17.57339068492461, 37889.5625, 15, 6.3028, coolFactor='0.03', startTemp='500'
36743.8433, 17.529705412064988, 37890.2749, 15, 6.3140, coolFactor='0.03', startTemp='500'
36772.6618, 17.558997697954055, 37920.0869, 15, 6.3252, coolFactor='0.03', startTemp='500'
36780.4892, 17.533757693409303, 37929.9363, 15, 6.3363, coolFactor='0.03', startTemp='500'
36791.0477, 17.515704677394503, 37941.4672, 15, 6.3475, coolFactor='0.03', startTemp='500'
36792.1731, 17.473433194086724, 37943.4828, 15, 6.3585, coolFactor='0.03', startTemp='500'
36792.1767, 17.473433194086724, 37943.4865, 15, 6.3622, coolFactor='0.03', startTemp='500'
